date,time,artist,title,genre,deezer_link
2026-09-05,04:10,Maurice Ravel,La vallée des cloches (Miroirs),Unknown,https://www.deezer.com/track/64105041
2026-09-05,04:05,Gene Ammons,Ammons' Boogie,Unknown,https://www.deezer.com/track/2948465
2026-09-05,04:02,Richard Strauss,Capriccio: Moonlight Music,Unknown,https://www.deezer.com/track/2496400581
2026-09-05,03:50,Robert Schumann,"Grillen (Fantasiestücke, Op 12)",Unknown,https://www.deezer.com/track/2506621701
2026-09-05,03:41,Claude Debussy,Prélude à l'après-midi d'un faune,Unknown,https://www.deezer.com/track/65342384
2026-09-05,03:05,Alessandro Scarlatti,"Correa nel seno amato, H. 146: I. Sinfonia and Balletto",Unknown,https://www.deezer.com/track/2780637871
2026-09-05,02:27,Frédéric Chopin,"Fantaisie-impromptu in C sharp minor, Op.66",Unknown,https://www.deezer.com/track/40071301
2026-09-05,01:59,Franz Liszt,Mephisto Waltz No 1,Unknown,https://www.deezer.com/track/66343148
2026-09-05,01:30,Antonio Lauro,El Marabino,Unknown,https://www.deezer.com/track/3231971631
2026-09-05,00:55,Johannes Brahms,Wie lieblich sind deine Wohnungen (Ein Deutsches Requiem),Unknown,https://www.deezer.com/track/1649000942
2026-09-05,00:40,Duke Ellington,Sophisticated Lady,Unknown,https://www.deezer.com/track/1066855
2026-09-05,00:07,Franz Lehár,Gold and Silver Waltz,Unknown,https://www.deezer.com/track/3133021611
2026-09-06,16:46,Richard Wagner,Im Treibhaus,Unknown,https://www.deezer.com/track/66136941
2026-09-06,14:28,Evan Parker,WW3,Unknown,https://www.deezer.com/track/1432725712
2026-09-06,13:53,György Kurtág,"Grabstein für Stephan, op. 15c",Unknown,https://www.deezer.com/track/2154362897
2026-09-06,13:40,Alban Berg,"Wozzeck - Act I Scene 3 ""Komm' mein Bub! (Marie's Lullaby)",Unknown,https://www.deezer.com/track/71884859
2026-09-06,13:38,Orlande de Lassus,Timor et tremor,Unknown,https://www.deezer.com/track/65529011
2026-09-06,13:31,John Williams,Main Title,Unknown,https://www.deezer.com/track/65443651
2026-09-06,13:25,Rachel Portman,Flight,Unknown,https://www.deezer.com/track/1156993322
2026-09-06,13:10,Johannes Brahms,Hungarian Dance No 5,Unknown,https://www.deezer.com/track/4158796
2026-09-07,16:25,Orkun A.,Zenith,Unknown,https://www.deezer.com/track/4214784462
2026-09-07,16:21,FAUZIA,Just a dream,Unknown,https://www.deezer.com/track/4024708871
2026-09-07,16:16,Simon Goff,Sun,Unknown,https://www.deezer.com/track/2806846662
2026-09-07,16:11,The White Mages & Peter Broderick,Hymn of the Fayth (Final Fantasy X),Unknown,https://www.deezer.com/track/3728310212
2026-09-07,15:57,Niklas Paschburg,À La Maison,Unknown,https://www.deezer.com/track/3557383901
2026-09-07,15:52,Kirk Barley & Matt Davies,Ecstatic,Unknown,https://www.deezer.com/track/4110891191
2026-09-07,15:37,Sir Richard Bishop,Postcoital Serenade,Unknown,https://www.deezer.com/track/3949817371
2026-09-07,15:30,Agnes Obel,Laymelli,Unknown,https://www.deezer.com/track/4222963582
2026-09-07,15:25,Lucy Gooch,Like Clay,Unknown,https://www.deezer.com/track/3216535271
2026-09-07,15:19,Francis Poulenc,"Cello Sonata, FP 143: II. Cavatine",Unknown,https://www.deezer.com/track/2377554295
2026-09-07,15:06,Enji,Hungun,Unknown,https://www.deezer.com/track/3241231571
2026-09-07,14:44,Sarah Neutkens,Its Low Sills,Unknown,https://www.deezer.com/track/2135300327
2026-09-07,14:39,Miles Davis,It Never Entered My Mind,Unknown,https://www.deezer.com/track/1180378
2026-09-07,14:36,Lia Kohl & Zander Raymond,What they said about,Unknown,https://www.deezer.com/track/3660522152
2026-09-07,14:25,Dobrinka Tabakova,Sun Triptych: III. Dusk,Unknown,https://www.deezer.com/track/3513799321
2026-09-07,14:22,modern biology,Mushroom Dance,Unknown,https://www.deezer.com/track/1700241507
2026-09-07,14:12,Marietta Veulens,Campanas consonantes,Unknown,https://www.deezer.com/track/2332100
2026-09-07,14:00,Flaer,Souvenir,Unknown,https://www.deezer.com/track/3428702131
2026-09-07,13:54,Max Richter,The Consolations of Philosophy,Unknown,https://www.deezer.com/track/134520908
2026-09-07,11:33,Benjamin Britten,The Young Person's Guide To The Orchestra Op.34,Unknown,https://www.deezer.com/track/68428878
2026-09-07,10:33,Henry Purcell,My beloved spake,Unknown,https://www.deezer.com/track/2377587115
2026-09-07,10:22,Henry Purcell,Evening Service in G minor (Nunc Dimittis),Unknown,https://www.deezer.com/track/2377588365
2026-09-07,10:17,Henry Purcell,Evening Service in G minor (Magnificat),Unknown,https://www.deezer.com/track/2377588355
2026-09-07,10:00,Jacobus Clemens non Papa,Ego flos campi,Unknown,https://www.deezer.com/track/2857438942
2026-09-07,09:44,Johann Sebastian Bach,Prelude and Fugue in C minor,Unknown,https://www.deezer.com/track/1505741672
2026-09-07,08:55,Erroll Garner,I'll Remember April,Unknown,https://www.deezer.com/track/1129289
2026-09-07,08:49,Miles Davis,Stella By Starlight,Unknown,https://www.deezer.com/track/2711795
2026-09-07,08:41,Coleman Hawkins & Ben Webster,It Never Entered My Mind,Unknown,https://www.deezer.com/track/548727872
2026-09-07,08:25,Keith Jarrett,All The Things You Are,Unknown,https://www.deezer.com/track/1176145
2026-09-07,08:21,Fergus McCreadie,Mountain Stream,Unknown,https://www.deezer.com/track/2605493062
2026-09-07,08:17,Robin Nolan,Something,Unknown,https://www.deezer.com/track/3731927202
2026-09-07,08:08,Ella Fitzgerald,Every time We Say Goodbye,Unknown,https://www.deezer.com/track/10218917
2026-09-07,08:01,Tara Minton,El Colibri,Unknown,https://www.deezer.com/track/4085351571
2026-09-07,07:43,Claude Debussy,Jeux de vagues,Unknown,https://www.deezer.com/track/65498310
2026-09-07,07:32,Betty Jackson King,Psalm 57,Unknown,https://www.deezer.com/track/2066694127
2026-09-07,07:13,Wolfgang Amadeus Mozart,"Symphony No. 31 in D major, K. 297 ""Paris"" (3rd mvt: Allegro)",Unknown,https://www.deezer.com/track/3273877931
2026-09-07,07:02,Felix Mendelssohn,"A Midsummer Night's Dream, Incidental Music, Op. 61 (Scherzo)",Unknown,https://www.deezer.com/track/133694100
2026-09-07,06:55,Christoph Willibald Gluck,Che farò senza Euridice! (Orfeo ed Euridice),Unknown,https://www.deezer.com/track/63760319
2026-09-07,06:51,Christoph Willibald Gluck,Dance of the Blessed Spirits (Orfeo ed Euridice),Unknown,https://www.deezer.com/track/3317173761
2026-09-07,06:16,Wolfgang Amadeus Mozart,Der Vogelfänger bin ich ja (The Magic Flute),Unknown,https://www.deezer.com/track/3308964891
2026-09-07,05:58,Claude Debussy,Syrinx,Unknown,https://www.deezer.com/track/65342393
2026-09-07,05:53,Jacques Offenbach,Can-Can (Orpheus in the Underworld),Unknown,https://www.deezer.com/track/1146133142
2026-09-07,05:50,Philip Glass,"La chambre d'Orphée (Orphée, Act 1)",Unknown,https://www.deezer.com/track/4062894521
2026-09-07,05:40,Claudio Monteverdi,L'Orfeo (Toccata),Unknown,https://www.deezer.com/track/65340642
2026-09-07,04:33,Benjamin Britten,"Variations on a theme of Frank Bridge, Op. 10",Unknown,https://www.deezer.com/track/65727976
2026-09-07,04:16,Imogen Holst,Suite,Unknown,https://www.deezer.com/track/1468327362
2026-09-07,02:52,Ethel Smyth,"The Wreckers (Prelude to Act 2, 'On the Cliffs of Cornwall')",Unknown,https://www.deezer.com/track/2777978181
2026-09-07,01:58,Elias Parish Alvars,La Mandoline,Unknown,https://www.deezer.com/track/71815433
2026-09-07,01:51,Giuseppe Verdi,La forza del destino (Overture),Unknown,https://www.deezer.com/track/4143914852
2026-09-07,01:34,Anthony Hedges,Heigham Sound,Unknown,https://www.deezer.com/track/2768109591
2026-09-07,00:30,Wolfgang Amadeus Mozart,Soave sia il vento (Cosi Fan Tutte),Unknown,https://www.deezer.com/track/1533385442
2026-09-07,00:08,Aldo Romano,Camino,Unknown,https://www.deezer.com/track/3717664532
2026-09-08,17:21,Manuel de Falla,Noches en los jardines de Espana,Unknown,https://www.deezer.com/track/746251802
2026-09-08,16:46,Diego Ortiz,Recercada Quarta sobre 'La Folía',Unknown,https://www.deezer.com/track/66112472
2026-09-08,16:26,Bill Evans,Like Someone In Love,Unknown,https://www.deezer.com/track/879791372
2026-09-08,16:20,Nancy Wilson & Cannonball Adderley,The Masquerade Is Over,Unknown,https://www.deezer.com/track/3126280
2026-09-08,16:14,Shirley Scott,On A Clear Day,Unknown,https://www.deezer.com/track/4109282
2026-09-08,16:08,Emma Smith,I'm in the Middle of a Muddle,Unknown,https://www.deezer.com/track/3243608311
2026-09-08,16:00,Azamiah,Too Precious,Unknown,https://www.deezer.com/track/3839317261
2026-09-08,15:56,Melba Liston,Pow!,Unknown,https://www.deezer.com/track/10248367
2026-09-08,15:40,Ruby Wood,This Thing Called Life,Unknown,https://www.deezer.com/track/4028476371
2026-09-08,15:36,Stan Getz,Night Rider,Unknown,https://www.deezer.com/track/543099972
2026-09-08,15:30,Matt Stewart-Evans,Moonlight Lullaby,Unknown,https://www.deezer.com/track/2442206715
2026-09-08,15:25,Mabe Fratti,Algo Grandioso,Unknown,https://www.deezer.com/track/1942521497
2026-09-08,14:57,Johannes Brahms,"Clarinet Trio in A minor, Op. 114 : II. Adagio",Unknown,https://www.deezer.com/track/1883684517
2026-09-08,14:39,Rachika Nayar,Memory as Miniatures,Unknown,https://www.deezer.com/track/2117774957
2026-09-08,14:34,Johann Sebastian Bach,O Lamm Gottes unschuldig,Unknown,https://www.deezer.com/track/65797910
2026-09-08,14:31,Maridalen,Landkjenning,Unknown,https://www.deezer.com/track/2291532925
2026-09-08,14:24,Ella Fitzgerald,Round Midnight,Unknown,https://www.deezer.com/track/548784752
2026-09-08,14:16,SOHN,Harmonizer,Unknown,https://www.deezer.com/track/3453167091
2026-09-08,14:09,Fraser Fifield,Lament for the old sword,Unknown,https://www.deezer.com/track/1503716852
2026-09-08,14:07,Kita Kouhei,tinySketch #37,Unknown,https://www.deezer.com/track/3479135101
2026-09-08,14:00,Britton Judd,Caterpillar Treehouse,Unknown,https://www.deezer.com/track/3249097131
2026-09-08,13:23,Eric Whitacre,Sleep,Unknown,https://www.deezer.com/track/7198167
2026-09-08,11:50,Carl Friedrich Abel,Adagio,Unknown,https://www.deezer.com/track/2968448891
2026-09-08,11:17,Robert Schumann,Concerto In D Minor,Unknown,https://www.deezer.com/track/1758924587
2026-09-08,10:50,Claude Debussy,"La romance d'Ariel, L. 54",Unknown,https://www.deezer.com/track/65551949
2026-09-08,10:47,John Williams,Imperial March (The Empire Strikes Back),Unknown,https://www.deezer.com/track/945047992
2026-09-08,10:16,Wolfgang Amadeus Mozart,"Piano Concerto No. 20 in D Minor, K. 466: II. Romance",Unknown,https://www.deezer.com/track/66287129
2026-09-08,09:48,Felix Mendelssohn,Violin Concerto in D Minor: III. Allegro,Unknown,https://www.deezer.com/track/2377602815
2026-09-08,09:31,Johannes Brahms,"Symphony No. 1 in C Minor, Op. 68: II. Andante sostenuto",Unknown,https://www.deezer.com/track/3232010471
2026-09-08,09:11,Duke Ellington,In A Sentimental Mood,Unknown,https://www.deezer.com/track/911085
2026-09-08,08:00,Stephen Sondheim,Send in the Clowns,Unknown,https://www.deezer.com/track/1046110
2026-09-08,06:56,Ludwig van Beethoven,"Piano Trio No. 4 in B flat, op. 11 ('Gassenhauer')",Unknown,https://www.deezer.com/track/65686006
2026-09-08,06:03,Johannes Brahms,Symphony No 4 in E minor,Unknown,https://www.deezer.com/track/1721666967
2026-09-08,05:38,Leoš Janáček,Sinfonietta,Unknown,https://www.deezer.com/track/2132403397
2026-09-08,05:04,Felix Mendelssohn,"Octet in E flat, op. 20",Unknown,https://www.deezer.com/track/101921651
2026-09-08,04:56,Eric Whitacre,Lux aurumque,Unknown,https://www.deezer.com/track/7198152
2026-09-08,04:07,Wolfgang Amadeus Mozart,"Violin Concerto No. 5 in A Major, ""Turkish""",Unknown,https://www.deezer.com/track/1533385042
2026-09-08,03:47,Manuel Ponce,Estrellita,Unknown,https://www.deezer.com/track/2645820822
2026-09-08,03:43,Giuseppe Verdi,La Donna e Mobile (Rigoletto),Unknown,https://www.deezer.com/track/66662535
2026-09-08,03:30,Ivor Gurney,Sleep (5 Elizabethan Songs),Unknown,https://www.deezer.com/track/2377599315
2026-09-08,02:08,Antonio Vivaldi,"Cum dederit dilectis (Nisi Dominus, RV 608)",Unknown,https://www.deezer.com/track/755382062
2026-09-08,01:42,Georg Philipp Telemann,"Viola Concerto in G major, TWV 51:G9",Unknown,https://www.deezer.com/track/66632928
2026-09-08,01:31,George Gershwin,Girl Crazy (Overture),Unknown,https://www.deezer.com/track/10405739
2026-09-08,01:26,Jorunn Vidar,Vökuró,Unknown,https://www.deezer.com/track/2113901647
2026-09-08,01:17,Gabriel Fauré,Le pas espagnol (Dolly Suite),Unknown,https://www.deezer.com/track/3924267021
2026-09-08,00:50,Johann Sebastian Bach,Trio Sonata in C Major (Largo),Unknown,https://www.deezer.com/track/2655186262
2026-09-08,00:24,Giuseppe Verdi,Nabucco (Overture),Unknown,https://www.deezer.com/track/2795131592
